participant_id,role,department,comfort_with_ai,main_interest_category,main_interest_detail,concern_category,concern_detail,free_text_feedback
396071,Undergraduate Student,Business,Comfortable,Generative AI Tools,Understanding which generative AI tools actually fit Business workflows,Data Privacy,Sensitive Business data being exposed when pasted into AI tools,"I'm reasonably comfortable using AI day to day, I want to understand which generative AI tools are worth using, though data privacy is my biggest concern."
455474,Academic Advisor,Student Affairs,Comfortable,Career Development,Understanding how AI is reshaping jobs and roles in Student Affairs,Academic Misconduct,Students using AI to complete Student Affairs assignments without learning anything,"I'm reasonably comfortable using AI day to day, I see AI skills as important for my career but I'm concerned about academic misconduct. Concrete do's and don'ts would make this more useful."
998545,Undergraduate Student,Computer Science,Comfortable,Generative AI Tools,Understanding which generative AI tools actually fit Computer Science workflows,Lack of Training,"Staff lack guidance on safe, effective AI use in Computer Science","I already use AI fairly regularly, I want to understand which generative AI tools are worth using, and at the same time the lack of training is what holds me back. A hands-on session with real Computer Science examples would help a lot."
872880,Undergraduate Student,Public Health,Neutral,Career Development,Building AI skills that strengthen my Public Health career prospects,Academic Misconduct,Hard to tell AI-assisted from independent work in Public Health courses,"I'm somewhere in the middle on AI, I see AI skills as important for my career — that said, I'm concerned about academic misconduct. I'd appreciate clear guidance tailored to Public Health work."
919148,Administrative Staff,Student Affairs,Comfortable,Administrative Efficiency,"Automating reports, scheduling, and routine Student Affairs paperwork with AI",Hallucinations and Accuracy,AI confidently inventing facts and citations in Student Affairs work,"I already use AI fairly regularly, I'm focused on cutting down administrative busywork, and at the same time the accuracy and hallucination problem concerns me."
746980,Academic Leadership,Information Technology,Very Comfortable,AI Policy and Governance,Understanding governance and compliance needs for campus AI adoption,Security Risks,AI tools opening new security and data-leak risks for Information Technology systems,"I'm an enthusiastic adopter of AI tools, my priority is sensible AI policy and governance — that said, security risks are top of mind for me. Examples relevant to my day-to-day would make it stick."
315667,Graduate Student,Education,Comfortable,Data Analysis,"Cleaning, exploring, and visualizing Education datasets more quickly",Hallucinations and Accuracy,AI confidently inventing facts and citations in Education work,"I already use AI fairly regularly, I'm keen to use AI for data analysis — that said, the accuracy and hallucination problem concerns me. Please include practical takeaways I can use right away."
618447,Graduate Student,Humanities,Neutral,Data Analysis,Interpreting statistical results and building reproducible Humanities pipelines,Student Overreliance on AI,Worried Humanities students stop thinking critically when AI does the work,"I have mixed feelings about AI, I'm keen to use AI for data analysis but I worry students will lean on AI too heavily."
332750,Research Staff,Research Computing,Uncomfortable,Administrative Efficiency,Reducing time spent on email and forms across Research Computing operations,Research Compliance,AI use possibly conflicting with IRB and Research Computing compliance rules,"I've only dabbled with AI and feel uncertain, I'm focused on cutting down administrative busywork — that said, staying compliant with research rules is a real concern. I'd appreciate clear guidance tailored to Research Computing work."
810625,Research Scientist,Biology,Very Comfortable,Literature Review,Finding and synthesizing relevant papers for Biology review work faster,Bias and Fairness,AI models producing biased outputs that disadvantage some Biology groups,"I'm an enthusiastic adopter of AI tools, what excites me most is speeding up literature reviews — that said, I worry about bias and fairness in these tools."
215456,Undergraduate Student,Business,Very Comfortable,Programming Assistance,Getting help writing and debugging code for my Business work,Data Privacy,Sensitive Business data being exposed when pasted into AI tools,"I'm an enthusiastic adopter of AI tools, I'm hoping to get better at using AI for coding but data privacy is my biggest concern. Please include practical takeaways I can use right away."
